symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m,symbol_1,ai_fin_score,ai_price_score,ai_envi_score,ai_comment,final_score
KHC,Kraft Heinz,Consumer Staples,29863630258.0,4,0,0,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,24.729999542236328,-0.6539322717734286,-0.10068921692810551,0.27065034928776244,-0.22646230611878293,KHC,4.0,1.0,8.0,"KHC, a consumer staples company, exhibits concerning financial health with a significant decline in profitability and growth, amidst a severe inflationary environment and a bearish market outlook.  The extreme volatility and negative momentum suggest a high risk of further losses, necessitating careful consideration before investing.",1.775
KR,Kroger,Consumer Staples,42603582249.0,0,0,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,66.76499938964844,0.6728889913533209,0.05280944353733341,0.2883192531490797,0.093074613427784,KR,6.0,2.0,8.0,"Kroger faces significant headwinds due to a persistently negative macroeconomic environment characterized by hyperinflation, a tight labor market, and a declining consumer confidence. The company's strong financial performance over the long term, coupled with a relatively low volatility, is currently undermined by a concerning downward trend in growth and a significant price decline.  The bearish macro environment significantly impacts the company's future prospects.",2.45
LHX,L3Harris,Industrials,51514354064.0,3,2,4,3,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,274.4649963378906,2.30999761696427,0.12717120367974744,0.2534221348119899,0.11457866533153549,LHX,7.0,3.0,6.0,"L3Harris demonstrates exceptionally strong financial health with robust growth, consistent profitability, and a favorable macroeconomic environment. However, the bearish market conditions and potential inflationary pressures warrant caution regarding the stock's valuation.  The high growth rate and strong fundamentals are offset by the significant volatility and potential for a bear market.",2.7249999999999996
LH,Labcorp,Health Care,21994199000.0,6,4,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,265.5400085449219,1.5544510157735876,0.0983362924220994,0.26618046873517937,0.10109472761897731,LH,7.0,2.0,6.0,Labcorp มีคุณภาพทางการเงินที่ดีอย่างมาก ด้วยผลตอบแทนที่สูงและอัตราส่วนที่แข็งแกร่ง แต่สภาพแวดล้อมเศรษฐกิจมหภาคที่ผันผวนและอัตราเงินเฟ้อที่สูงส่งผลกระทบต่อความน่าสนใจของหุ้นนี้ ควรระวังตัวเนื่องจากความเสี่ยงที่เพิ่มขึ้น,2.55
LRCX,Lam Research,Information Technology,188881791400.0,7,0,9,8,3,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,157.5500030517578,19.610936937600083,0.353404963630191,0.4315466239190177,1.1325123025024064,LRCX,7.0,2.0,6.0,"LRCX exhibits exceptionally strong financial health with a long history of consistent profitability and growth, but faces significant headwinds from a rapidly inflationary environment and a bearish macroeconomic outlook.  The high volatility and recent price decline suggest potential risks, warranting careful consideration before investing.",2.55
LW,Lamb Weston,Consumer Staples,7876202170.0,0,0,8,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,58.88999938964844,0.9416419234350135,0.0759902460340256,0.3499231694070673,-0.23757119344417288,LW,4.0,2.0,8.0,"Lamb Weston faces significant headwinds due to a persistently deflationary environment, coupled with a bear market and a concerning lack of growth. The company's financial stability is questionable given the extreme volatility and lack of growth, requiring careful risk assessment.",1.9500000000000002
LVS,Las Vegas Sands,Consumer Discretionary,44401751761.0,6,0,7,6,1,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,68.63999938964844,0.5764813492498084,0.046577973621689805,0.39100114054254387,0.29362980801202876,LVS,7.0,2.0,6.0,"Las Vegas Sands demonstrates strong financial health with consistent growth, high profitability, and a favorable macroeconomic environment. However, the bearish market and elevated volatility suggest potential risks, warranting cautious investment consideration.",2.55
LDOS,Leidos,Industrials,23884624681.0,6,0,8,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,187.3800048828125,2.266167132150172,0.12566944591582385,0.2839291784425401,0.13289003505093433,LDOS,7.0,2.0,6.0,"LDOS exhibits strong financial stability and consistent growth over a long period, but its performance is significantly hampered by a rapidly increasing inflation environment and a bearish market outlook.  The company's high ROE and cash flow are crucial, but the volatile market and inflationary pressures pose significant risks.  The SELL signal suggests caution due to the concerning macroeconomic backdrop.",2.55
LEN,Lennar,Consumer Discretionary,31357325967.0,6,6,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,128.76499938964844,1.700648596241619,0.10446692585280459,0.36842440091389206,-0.2372598908866096,LEN,7.0,2.0,6.0,"LEN (Consumer Discretionary) demonstrates exceptionally strong financial performance over a long period, exhibiting robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – characterized by high inflation, a slowing economy, and a bearish market – necessitate caution due to the potential for significant volatility and a risk of a bear market.  The current price action suggests a potential reversal of recent gains.",2.55
LII,Lennox International,Industrials,16338761793.0,0,0,10,7,3,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,485.6400146484375,2.6377529187148876,0.13786567915348402,0.2846935352192169,-0.27204591145058055,LII,6.0,2.0,8.0,"LII appears to be a relatively stable, well-established industrial company with strong financial fundamentals and a relatively resilient market position, but the bearish macro environment and negative momentum suggest caution is warranted.  The consistent, high-growth performance over a long period, coupled with a strong ROE and cash flow, is a positive sign, but the current volatility and SELL signal warrant careful consideration of the risks.",2.45
LLY,Lilly (Eli),Health Care,1011711881391.0,5,0,9,7,5,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,1058.9150390625,11.748796896069015,0.289917858169805,0.2947426969418368,0.3313825002413473,LLY,7.0,2.0,6.0,"LY Lilly exhibits exceptionally strong financial health, demonstrating robust growth and consistent profitability over a long period. However, the current market environment – characterized by high inflation and a bear market – presents significant risks, warranting cautious investment consideration.  The company's high ROE and cash flow are positive, but the volatile market and inflationary pressures necessitate careful monitoring.",2.55
LIN,Linde plc,Materials,190361070293.0,5,4,8,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,406.735595703125,2.729466392887104,0.140702770335686,0.22928861532814243,-0.11769104683523857,LIN,7.0,3.0,6.0,"Linde plc demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, warranting a cautious investment approach due to the bearish market regime.",2.7249999999999996
LYV,Live Nation Entertainment,Communication Services,29485847784.0,5,2,5,0,3,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,130.3350067138672,4.221755268210213,0.1797540558663573,0.3811846154292543,-0.05725130767546338,LYV,7.0,3.0,6.0,"Live Nation Entertainment (LYV) exhibits strong financial performance and a compelling growth trajectory, but is currently facing significant headwinds due to a rapidly accelerating inflation environment. The bearish macro environment and negative momentum suggest a heightened risk profile, warranting a cautious sell position.",2.7249999999999996
LKQ,LKQ Corporation,Consumer Discretionary,7461409075.0,0,0,10,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,28.868799209594727,0.01081231615639866,0.0010761539789125862,0.3353111975570568,-0.2652380112776779,LKQ,4.0,2.0,6.0,"LKQ Corporation เป็นหุ้นที่น่าสนใจในสถานการณ์ที่ท้าทายเนื่องจากสภาพเศรษฐกิจมหภาคที่ผันผวนอย่างรุนแรง, การเติบโตที่หยุดชะงักอย่างต่อเนื่อง, และการปรับตัวที่ยากลำบากในสภาพแวดล้อมที่เต็มไปด้วยเงินเฟ้อสูง การขาดแคลนผลกำไรและ ROE ที่แข็งแกร่งทำให้เกิดสัญญาณเตือนภัยที่ควรพิจารณาอย่างรอบคอบ",1.8
LMT,Lockheed Martin,Industrials,105306748159.0,6,5,9,9,8,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,442.239990234375,1.0525386450102254,0.07456677894413155,0.2318900055063541,-0.16465496936597845,LMT,7.0,2.0,6.0,"Lockheed Martin demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust macroeconomic environment. However, the current market conditions suggest caution due to the significant inflationary pressures and potential for a bear market.  The company's performance is currently under pressure, warranting a SELL recommendation.",2.55
L,Loews Corporation,Financials,22153905582.0,6,3,8,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,106.5250015258789,1.8406667073567706,0.11006455594500353,0.2571971225068594,0.22823702758870934,L,7.0,3.0,6.0,"Loews Corporation, despite strong financial performance and a consistent growth trajectory, faces significant headwinds due to a rapidly accelerating inflation environment and a bearish macroeconomic outlook. The high volatility and lack of momentum suggest potential risks, warranting a cautious investment approach.",2.7249999999999996
LOW,Lowe's,Consumer Discretionary,128294305268.0,4,4,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,242.97999572753906,2.2345578653296134,0.12457512375342916,0.2892495722145332,-0.10810115530594533,LOW,7.0,3.0,6.0,"LOW's demonstrates exceptionally strong financial health – a consistent history of robust earnings, high free cash flow, and a superior ROE. However, the current macroeconomic environment of hyperinflation and a significant labor market downturn presents considerable risk, leading to a SELL recommendation with a cautious outlook.  The stock's valuation is also elevated, suggesting potential for further decline within the bear market.",2.7249999999999996
LULU,Lululemon Athletica,Consumer Discretionary,19252129473.0,6,6,10,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,182.56500244140625,2.716714299904019,0.1403120771035018,0.40158106338468663,-0.4306586404402921,LULU,7.0,3.0,6.0,"Lululemon exhibits strong financial health with consistent growth and profitability over a long period, but faces significant headwinds from a rapidly rising inflation environment. The bearish market regime and negative momentum suggest caution, while the high ROE and cash flow position offer potential for long-term value.  The 40.2% volatility warrants careful monitoring.",2.7249999999999996
LYB,LyondellBasell,Materials,14600157647.0,5,0,0,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,47.47999954223633,-0.5011032840627982,-0.0671819739314512,0.3543735481513332,-0.4302855576122758,LYB,4.0,1.0,4.0,"LyondellBasell exhibits concerning financial health and a challenging macroeconomic environment.  Despite strong financial performance (revenue, cash flow) for a prolonged period, the recent economic downturn and inflationary pressures significantly impact its valuation.  The volatile price action and negative momentum suggest heightened risk, warranting a cautious approach with a SELL recommendation.",1.475
MTB,M&T Bank,Financials,28829316700.0,5,5,10,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,191.05799865722656,0.5559735909495089,0.04520830260509512,0.33085401561939304,-0.13151509665668215,MTB,7.0,3.0,6.0,"M&T Bank demonstrates exceptionally strong financial health with a sustained history of robust growth, impressive profitability, and a favorable macroeconomic environment. However, the current market conditions – characterized by high inflation, a weakening labor market, and a bear market – necessitate caution due to the potential for significant downside risk.  The high volatility and negative momentum suggest a challenging outlook.",2.7249999999999996
MPC,Marathon Petroleum,Energy,57168579456.0,5,3,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,193.94000244140625,2.5624542125953824,0.13548782820562844,0.40920074698343367,0.24201095114978854,MPC,7.0,3.0,6.0,"Marathon Petroleum (MPC) demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and high ROE. However, the current macroeconomic environment – characterized by hyperinflation and a significant labor market downturn – presents considerable risk, warranting a cautious investment approach due to the bearish market regime.",2.7249999999999996
MAR,Marriott International,Consumer Discretionary,79493852233.0,0,0,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,302.57000732421875,3.3990987597297524,0.15969872469428958,0.3288736033541414,0.04662911604375464,MAR,4.0,2.0,8.0,"Marriott International (MAR) exhibits concerning financial health under a volatile and inflationary economic environment. Despite strong historical performance, the company's recent financial metrics – particularly the lack of growth and profitability – warrant caution. The bearish macroeconomic outlook, coupled with a high inflation rate and a concerning labor market, presents significant risks to the stock.  The 32.9% volatility suggests potential for significant price swings, demanding careful risk management.",1.9500000000000002
MMC,Marsh McLennan,Financials,87982879970.0,0,0,10,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,183.42999267578125,2.314001765719,0.12730750358876364,0.20412040024500414,-0.2135231486688124,MMC,4.0,1.0,8.0,"MMC, a financial services firm, exhibits concerning financial characteristics under a volatile and inflationary macroeconomic environment.  Despite strong historical performance, the company's recent lack of growth and profitability, coupled with a significant decline in investor confidence, warrants careful scrutiny.  The bearish market conditions exacerbate existing concerns about the firm's long-term viability.",1.775
MLM,Martin Marietta Materials,Materials,36461095586.0,5,4,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,608.5800170898438,2.9610779712802255,0.14759731605811588,0.30956495142289986,0.01430002848307299,MLM,7.0,3.0,6.0,"Martin Marietta Materials demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a recessionary outlook – presents considerable risk, necessitating a cautious investment approach due to the bearish market regime.",2.7249999999999996
MAS,Masco,Industrials,12823127641.0,0,0,9,7,7,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,64.05999755859375,1.1707894632917477,0.08060352316915464,0.28883825141596664,-0.2048162922050618,MAS,7.0,2.0,6.0,"MAS (Industrial) exhibits strong financial stability and consistent growth, but the volatile macroeconomic environment and bearish market sentiment warrant caution.  The company's robust performance over a long period, coupled with a favorable economic backdrop, is currently overshadowed by significant risks associated with the current macroeconomic conditions and potential for further market decline.",2.55
MA,Mastercard,Financials,482987066847.0,6,7,10,9,9,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,553.3900146484375,4.7668822418526045,0.19152875197259278,0.26872378884328596,0.03837207211571547,MA,7.0,2.0,4.0,"Mastercard demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a recessionary outlook – presents considerable risk, warranting a cautious investment approach due to the volatile market and potential for further declines.",2.4
MTCH,Match Group,Communication Services,7684084652.0,7,5,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,33.54499816894531,1.570497906410862,0.0990244114480483,0.4678348768659614,0.02458755190009554,MTCH,7.0,2.0,4.0,"Match Group (MTCH) demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a weakening labor market – presents considerable risk, warranting a cautious investment approach due to the bearish market regime.",2.4
MKC,McCormick & Company,Consumer Staples,17959699100.0,7,6,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,65.26499938964844,0.544002807732672,0.04440127029800478,0.23429663029551498,-0.16764447976697505,MKC,7.0,2.0,6.0,"McCormick & Company demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current market environment – characterized by significant inflation and a weakening labor market – presents a significant risk, warranting a cautious approach with a SELL recommendation due to volatility.",2.55
MCD,McDonald's,Consumer Discretionary,217135861315.0,4,5,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,302.0899963378906,1.6641678980859833,0.10296564550699716,0.20380346409763075,0.02053980058674254,MCD,7.0,3.0,6.0,"McDonald's demonstrates exceptionally strong financial health, exhibiting consistent growth and profitability over a long period, despite a significant inflationary environment. However, the bearish macro environment and a concerning volatility suggest potential risks. The SELL signal warrants careful consideration, prioritizing risk management.",2.7249999999999996
MCK,McKesson Corporation,Health Care,107407105097.0,6,3,8,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,828.3300170898438,3.352758821893211,0.15847110477090887,0.28733386659092913,0.31794752122489056,MCK,7.0,2.0,6.0,"McKesson Corporation demonstrates strong financial health with consistent growth, high profitability, and a robust free cash flow. However, the current market environment – characterized by high inflation and a weakening labor market – presents significant risks, warranting a cautious investment approach due to the bearish macro regime.",2.55
MDT,Medtronic,Health Care,132373183022.0,0,0,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,102.29000091552734,0.3341594281785081,0.02925381922171244,0.23068394646200438,0.18199676257657726,MDT,4.0,1.0,8.0,"MDT faces significant headwinds due to a persistently bearish macro environment, coupled with a lack of growth and a concerning lack of price performance. The company's financial stability is questionable given its consistent, low-growth earnings and cash flow, while the extreme inflation and economic downturn pose a serious risk.  The SELL signal suggests a high probability of further decline.",1.775
MRK,Merck & Co.,Health Care,249195062614.0,6,4,8,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,100.95999908447266,1.0119049229911745,0.07241999342876548,0.22640205205307976,-0.006690282460244057,MRK,7.5,3.0,6.0,"Merck & Co. demonstrates exceptionally strong financial health with consistent and high growth, robust free cash flow, and a strong ROE. However, the current market environment – characterized by significant inflation and a bear market – presents a significant risk, warranting cautious consideration of the investment.",2.8499999999999996
META,Meta Platforms,Communication Services,1545209443341.0,2,0,3,2,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,644.7100830078125,5.176567349801316,0.199735595591088,0.3852784330709465,0.12256246480345356,META,7.0,2.0,6.0,"Meta Platforms (META) exhibits concerning financial health with robust growth, but faces significant headwinds due to a rapidly inflationary environment and a bearish macroeconomic outlook.  The high volatility and lack of consistent earnings growth, coupled with a concerning inflation rate, warrant careful consideration before investing.  The company's valuation is also significantly impacted by the bear market conditions.",2.55
MET,MetLife,Financials,49542063615.0,5,5,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,76.30000305175781,0.7101198998120299,0.055129696718171584,0.30767043166107066,-0.13521477786771796,MET,6.0,2.0,4.0,"MetLife demonstrates exceptionally strong financial health with a consistent 5+ year growth rate, robust free cash flow, and a high ROE. However, the current macroeconomic environment – characterized by high inflation, declining GDP, and a concerning labor market – presents significant risks, leading to a SELL recommendation due to potential volatility and a bearish market outlook.",2.15
MTD,Mettler Toledo,Health Care,30032674132.0,6,6,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,1462.699951171875,3.403467778677422,0.15981386591697322,0.2907812448849603,0.16903773038186976,MTD,7.0,3.0,6.0,"Mettler Toledo demonstrates robust financial performance and a strong track record, particularly in a challenging macroeconomic environment characterized by high inflation and economic uncertainty.  Despite a Bear Market, the company's consistent growth, profitability, and free cash flow demonstrate resilience. However, the SELL signal and volatility warrant careful consideration, suggesting potential risks outweighing the current rewards.",2.7249999999999996
MGM,MGM Resorts,Consumer Discretionary,8856138527.0,7,0,8,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,35.38999938964844,0.5806163624109024,0.04685219862703671,0.4555720412067136,-0.07694315991650647,MGM,6.0,2.0,6.0,"MGM faces significant headwinds due to a rapidly deteriorating macroeconomic environment characterized by hyperinflation and a significant labor market downturn. While the company demonstrates strong financial stability and consistent profitability over a long period, the current inflationary pressures and bearish market sentiment raise concerns about its long-term viability. The SELL signal suggests a high level of risk and requires careful consideration of potential downside.",2.3
MCHP,Microchip Technology,Information Technology,27697900243.0,5,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,55.25669860839844,1.380215302399587,0.09060323253343161,0.4077973619059891,-0.18942789947777205,MCHP,6.0,2.0,6.0,"Microchip Technology demonstrates exceptionally strong financial health with a long history of consistent profitability and robust cash flow generation. However, the current macroeconomic environment – characterized by significant inflation and a weakening labor market – presents considerable risk, leading to a SELL recommendation due to potential volatility and a bearish market outlook.",2.3
MU,Micron Technology,Information Technology,251353819218.0,6,4,8,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,238.50289916992188,14.278853582030747,0.3134855169826518,0.48031650215017707,1.4349454476854073,MU,7.0,3.0,6.0,"Micron Technology (MU) exhibits exceptionally strong financial health, demonstrating robust growth and consistent profitability over a long period. However, the current macroeconomic environment – characterized by significant inflation and a potential recession – warrants caution due to the bearish market regime.  The company's high growth rate, coupled with a relatively high volatility, suggests potential risks, while the 1427.9% CAGR indicates a strong, albeit potentially unsustainable, performance.",2.7249999999999996
MSFT,Microsoft,Information Technology,3522947008470.0,6,6,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,492.29998779296875,8.083025477180263,0.24691305652017537,0.26801802554990745,0.16256552620554565,MSFT,7.0,2.0,6.0,"MSFT demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – a significant inflationary environment and a bear market – warrant caution due to the potential for further price declines.  The company's high ROE and consistent EPS growth are positive indicators, but the volatility and potential for a bear market necessitate careful monitoring.",2.55
MAA,Mid-America Apartment Communities,Real Estate,15608167026.0,8,0,10,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,134.60499572753906,0.5507487441823671,0.0448567496256107,0.24246285588261557,-0.18003781234924554,MAA,6.0,1.0,4.0,"MAA exhibits concerning financial health with a history of strong growth, but is significantly impacted by a rapidly increasing inflation environment and a bearish macroeconomic outlook.  The negative momentum in price performance suggests potential vulnerability to market downturns.",1.975
MRNA,Moderna,Health Care,9434910215.0,4,0,0,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,24.05500030517578,0.29327955977574094,0.03749439195568072,0.7203766049996047,-0.441360902508088,MRNA,3.0,1.0,4.0,หุ้น MRNA มีคุณภาพทางการเงินค่อนข้างต่ำเนื่องจากขาดการเติบโตอย่างต่อเนื่องและประสิทธิภาพการดำเนินงานที่ต่ำ รวมถึงสภาพแวดล้อมทางเศรษฐกิจมหภาคที่อยู่ในภาวะถดถอย และราคาปัจจุบันต่ำกว่าค่าเฉลี่ยที่น่าสนใจ,1.225
MHK,Mohawk Industries,Consumer Discretionary,6771293780.0,0,0,9,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,114.80000305175781,-0.3765612934056989,-0.046157725134169936,0.4057862658900835,-0.17308937882561948,MHK,4.0,1.0,4.0,"Mohawk Industries exhibits concerning financial health with a prolonged period of profitability, but significantly hampered growth and is vulnerable to a bear market environment. The macroeconomic backdrop of high inflation and a struggling economy presents significant risks, coupled with a concerning lack of growth momentum.  The stock's valuation is also extremely low, suggesting a high probability of further decline.",1.475
MOH,Molina Healthcare,Health Care,7468420000.0,7,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,143.97000122070312,1.434393011608703,0.09306090000452771,0.39704740086910506,-0.5167170051345135,MOH,6.0,1.0,6.0,"Molina Healthcare exhibits concerning financial health with a history of exceptional profitability and consistent growth, but is significantly impacted by a rapidly increasing and volatile macroeconomic environment. The bearish market and significant inflation pressures pose substantial risks, warranting careful consideration of the SELL recommendation.",2.125
TAP,Molson Coors Beverage Company,Consumer Staples,8684809823.0,0,0,0,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,46.529998779296875,-0.49401914699286453,-0.06586561710575545,0.280996321370425,-0.25024173783982295,TAP,3.0,1.0,4.0,"The Molson Coors Beverage Company exhibits significant risk due to a prolonged lack of financial performance, a volatile market, and a concerning macroeconomic environment. The company's financial health is questionable given the extreme negative growth and volatility, suggesting a potential vulnerability to further deterioration.  The bearish market conditions amplify these concerns.",1.225
MDLZ,Mondelez International,Consumer Staples,72505243665.0,5,5,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,55.54999923706055,0.3036845445049201,0.026877950271881668,0.2136048993802494,-0.1447266844165116,MDLZ,7.0,3.0,6.0,"MDLZ, a consumer staples giant, exhibits exceptionally strong financial performance and a robust growth trajectory, but faces significant headwinds from a rapidly increasing inflation environment.  The bearish macro environment and negative momentum suggest a potential downturn, necessitating cautious investment consideration.",2.7249999999999996
MPWR,Monolithic Power Systems,Information Technology,42779513790.0,6,5,10,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,945.9545288085938,13.212057744981976,0.30401166839871574,0.4614120718782018,0.6664690726471456,MPWR,7.0,3.0,6.0,"Monolithic Power Systems exhibits exceptionally strong financial health, demonstrating consistent and robust growth over a long period, underpinned by a favorable macroeconomic environment. However, the current market conditions suggest heightened risk due to the inflationary pressures and bearish market sentiment.  The price action is concerning, warranting careful consideration before investing.",2.7249999999999996
MNST,Monster Beverage,Consumer Staples,71557033860.0,6,0,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,75.06999969482422,1.942575212921633,0.1139845680848608,0.26399689345830246,0.3616905176923968,MNST,6.0,2.0,6.0,"MNST, a consumer staples company, exhibits exceptionally strong financial performance over a long period, demonstrating robust profitability and consistent growth. However, the current macroeconomic environment – characterized by high inflation and a potential recession – presents significant risks, warranting cautious investment consideration due to the SELL signal and volatility.",2.3
MCO,Moody's Corporation,Financials,85409000000.0,5,4,9,8,5,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,490.1300048828125,3.835536719923393,0.17072216109653038,0.27660428239045065,-0.019700799806144587,MCO,7.0,2.0,6.0,"Moody's Corporation demonstrates exceptionally strong financial health, exhibiting robust growth and consistent profitability over a prolonged period. However, the current macroeconomic environment – characterized by significant inflation and a potential recession – presents heightened risk, necessitating cautious investment consideration.",2.55
